Unnamed: 0,series_name,director_name,genre,ratings,performers,ott_platform
2052,The Grand Tour Season 5,No description available,"2023, 2 Episodes",4.7,"Mike Skinner, Abbie Eaton",Prime Video
2053,Black Mirror Season 6,"Toby Haynes, Anne Sewitsky, Uta Briesewitz, John Crowley, Sam Miller, Ally Pankiw,","2023, 5 Episodes",1.8,"Monica Dolan, Aaron Paul, Anjana Vasan, Kate Mara, Josh Hartnett, Ben Barnes, Salma Hayek, Zazie Beetz, Rory Culkin, Annie Murphy, Michael Cera, John Hannah, Rob Delaney, Himesh Patel",Netflix
2054,Jee Karda,Arunima Sharma,"2023, 8 Episodes",2.7,"Tamannaah, Suhail Nayyar, Aashim Gulati, Anya Singh, Hussain Dalal, Samvedna Suwalka, Sayan Banerjee",Prime Video
2055,Rafuchakkar,Ritam Srivastava,"2023, 9 Episodes",3.9,"Maniesh Paul, Priya Bapat, Sushant Singh, Aksha Pardasany, Aakash Dahiya, Pushkar Priyadarshi, Siddharth Joukani, Abudhar Al Hassan, Bhawsheel Sahni, Chahat Vig, Lekha Prajapati",JioCinema
2056,Shaitan,Mahi v Raghav,"2023, 9 Episodes",3.4,"Jaffer Sadiq, Manikandan K., Lena, Aneesha Dama, Deviyani Sharma, Deviyani Sharma, Shelly Kishore, Nithin Prasanna, Manish Rishi, Ravi Kale, Kamakshi Bhaskarla",Disney+ Hotstar
2057,Our Planet II,No description available,"2023, 4 Episodes",4,David Attenborough,Netflix
2060,Lupin Season 2,"Ludovic Bernard, Hugo Gélin","2023, 5 Episodes",4,"Omar Sy, Ludivine Sagnier, Clotilde Hesme, Nicole Garcia, Hervé Pierre, Antoine Gouy, Soufiane Guerrab, Vincent Londez, Shirine Boutella, Nicolas Wanczycki, Stefan Crepon",Netflix
2061,Badtameez Dil,Prashant Bhagia,"2023, 10 Episodes",3.5,"Riddhi Dogra, Barun Sobti, Minissha Lamba",Amazon miniTV
2062,Bloodhounds,Joo-hwan Kim,"2023, 8 Episodes",3.1,"Woo Do-Hwan, Si Won Choi, Park Sung-woong, Soo-young Ryu, Sang-yi Lee, Choi Young-joon, Joon-ho Huh, Jung Da-Eun, Hae-yeong Lee",Netflix
2063,Human Resources Season 2,No description available,"2023, 10 Episodes",5,"Nick Kroll, Maya Rudolph, Aidy Bryant, Randall Park, Keke Palmer, Brandon Kyle Goodman, David Thewlis",Netflix
2064,Sarvam Shakthi Mayam,Pradeep Maddali,"2023, 10 Episodes",3,"Priya Mani, Sanjay Suri, Samir Soni, Ashlesha Thakur, Subbaraju, Abhay Simha Reddy",Zee5
2065,Tex Mex Motors,No description available,"2023, 8 Episodes",3.9,"Wesley Zachary, Jaime Hjelm",Netflix
2066,The Crowded Room,Kornél Mundruczó,"2023, 10 Episodes",4,"Tom Holland, Zachary Golinger, Amanda Seyfried, Emmy Rossum, Will Chase, Sasha Lane, Christopher Abbott, Emma Laird, Jason Isaacs, Lior Raz, Thomas Sadoski, Sam Vartholomeos, Levon Hawke, Laila Robins, Henry Eikenberry, Henry Zaga",Apple TV+
2067,The Lake Season 2,"Paul Fox, Jordan Canning, Melanie Orr, R.T. Thorne","2023, 8 Episodes",1,"Jordan Gavaris, Julia Stiles, Madison Shamoun, Lauren Holly, Terry Chen, Jon Dore, Carolyn Scott, Natalie Lisinka, Travis Nelson, Declan Whaley, Jhaleil Swaby, Max Amani",Prime Video
2071,Never Have I Ever Season 4,No description available,"2023, 10 Episodes",1.5,"Maitreyi Ramakrishnan, Darren Barnet, Michael Cimino, Ramona Young, Lee Rodriguez, Megan Suri, Poorna Jagannathan, Richa Moorjani, Utkarsh Ambudkar, Niecy Nash",Netflix
2073,UP65,Gaganjeet Singh,"2023, 13 Episodes",3.6,Shine Pandey,JioCinema
2074,Ananth Anaadih Vadnagar,No description available,"2023, 2 Episodes",3.5,"Manoj Muntashir Shukla, Vaibhav Mutha",Amazon Prime Video
2075,Arnold,Lesley Chilcott,"2023, 3 Episodes",4.3,"Arnold Schwarzenegger, James Cameron, Danny DeVito, Jamie Lee Curtis, Sylvester Stallone",Netflix
2078,Deadloch,"Ben Chessell, Beck Cole, Gracie Otto","2023, 8 Episodes",0.5,"Kate Box, Madeleine Sami, Alicia Gardiner, Nina Oyama, Holly Austin, Tom Ballard, Astrid Wells, Duncan Fellows, Kris McQuade, Shaun Martindale, Kartanya Maynard, Mia Morrissey, Naarah",Prime Video
2079,School of Lies,Avinash Arun Bhaware,"2023, 8 Episodes",3.6,"Varin Roopani, Vir Pachisia, Aryan Singh Ahlawat, Nimrat Kaur, Aamir Bashir, Geetika Vidya Ohlyan, Hemant Kher, Nitin Goel, Shakti Anand, Aalekh Kapoor",Disney+ Hotstar
2080,Scoop,Hansal Mehta,"2023, 6 Episodes",4.2,"Karishma Tanna, Mohammad Zeeshan Ayyub, Harman Baweja, Deven Bhojani, Tannishtha Chatterjee, Tejasvini Kolhapure, Shikha Talsania, Tanmay Dhanania, Prosenjit Chatterjee, Inayat Sood, Swaroopa Ghosh, Malhar Thakar, Shikha Talsania, Ira Dubey, Ishita Arun, Sanat Vyas",Netflix
2082,Valeria Season 3,No description available,"2023, 8 Episodes",4.2,"Diana Gómez, Silma López, Paula Malia, Teresa Riott, Maxi Iglesias",Netflix
2084,Asur Season 2,No description available,"2023, 8 Episodes",3.8,"Arshad Warsi, Barun Sobti, Anupriya Goenka, Riddhi Dogra",JioCinema
2086,The Kardashians Season 3,No description available,2023,4.8,"Kim Kardashian, Kourtney Kardashian, Khloé Kardashian, Kylie Jenner, Kendall Jenner, Kris Jenner, Travis Barker, Scott Disick.",Disney+ Hotstar
2088,City of Dreams Season 3,Nagesh Kukunoor,"2023, 9 Episodes",3.9,"Priya Bapat, Eijaz Khan, Atul Kulkarni, Sachin Pilgaonkar, Sandeep Kulkarni, Flora Saini, Uday Tikekar, Krrish Chhabria, Siddharth Chandekar",Disney+ Hotstar
2089,The Gryphon,"Sebastian Marka, Max Zähle","2023, 6 Episodes",4.3,"Jeremias Meyer, Zoran Pingel, Lea Drinda, Sabine Timoteo, Flora Li Thiemann, Yuri Völsch, Samirah Breuer, Thorsten Merten, Sebi Jaeger, Golo Euler, Sebastian Jäger, Theo Trebs, Armin Rohde",Prime Video
2090,Crackdown Season 2,Apoorva Lakhia,"2023, 8 Episodes",3.6,"Saqib Saleem, Shriya Pilgaonkar, Iqbal Khan, Waluscha D'Souza, Rajesh Tailang, Ankur Bhatia, Ekavali Khanna, Palak Jaiswal, Tanya Desai, Vipin Bhardwaj",JioCinema
2091,Fubar Season 1,Phil Abraham,"2023, 8 Episodes",4.5,"Arnold Schwarzenegger, Monica Barbaro, Jay Baruchel, Aparna Brielle, Andy Buckley, Milan Carter, Fortune Feimster, Barbara Eve Harris, Gabriel Luna, Fabiana Udenio, Travis Van Winkle",Netflix
2102,Dead Pixels,Aditya Mandala,2023,2.6,"Sai Ronak, Niharika Konidela, Rajeev Kanakala, Bindu Chandramouli, Jayasri Rachakonda, Harsha Chemudu, Akshay Lagusani, Bhavana Sagi",Disney+ Hotstar
2104,Muted,Gabe Ibáñez,"2023, 8 Episodes",2.2,"Arón Piper, Almudena Amor, Cristina Kovani, Manu Ríos, Aitor Luna, Ramiro Blases, Aria Bedmares, Mikel Losada",Netflix
2107,Yeh Meri Family Season 2,Mandar Kurundkar,"2023, 5 Episodes",3.4,"Rajesh Kumar, Juhi Parmar, Hetal Gada, Veena Mehta, Angaad Maahloy",Amazon miniTV
2108,"Young, Famous & African Season 2",No description available,"2023, 9 Episodes",2.8,"Bonang Matheba, Fantana, Luis Munana, Sebabatso Mothibi, Rosette Ncwana, Khanyi Mbau, Diamond Platnumz, Nadia Nakai, Swanky Jerry, Naked DJ, Kayleigh Schwark, Andile Ncube",Netflix
2109,Inspector Avinash,Neeraj Pathak,"2023, 8 Episodes",3.9,"Randeep Hooda, Shaleen Bhanot, Sohit Soni, Ayeesha S. Aiman, Subhash Dhankar, Urvashi Rautela, Bidita Bag, Resh Lamba, Ali Quli Mirza, Sandeep Chatterjee, Rahul Mittra, Amit Anand Raut, Sneha Singh",JioCinema
2110,Modern Love Chennai,"Bharathiraja, Raju Murugan, Krishnakumar Ramakumar, Balaji Sakthivel, Akshay Sundher, Thiagarajan Kumararaja","2023, 6 Episodes",3.5,"Kishore, Ramya Nambeesan, Ashok Selvan, Ritu Varma, Vijayalakshmi, TJ Banu, Gouri Reddy, Samyuktha Vishwanathan, Vasudevan Murali, Chu Khoy Sheng, Sanjula S",Prime Video
2112,"XO, Kitty Season 1","Jennifer Arnold, Katina Medina Mora","2023, 10 Episodes",4.4,"Anna Cathcart, Anthony Keyvan, Minyeong Choi, Théo Augier Bonaventure, Ivan Melgares, Alexander Morel, Yunjin Kim, Peter Thurnwald, Daniel C Kennedy, Jocelyn Shelfo, Sam Scherzer, Gia Kim, Regan Aliyah, Sang Heon Lee, Kaniel Jacob-Cross, Jordana Summer, Michael K. Lee, Won Hee Lee",Netflix
2114,McGregor Forever,Gotham Chopra,"2023, 4 Episodes",3.6,Conor McGregor,Netflix
2115,Rhythm + Flow France Season 2,No description available,2023,2.8,"Niska, Shay, SCH, Jul, Soso Maness, Tiakola, Hamza, Gradur",Netflix
2117,Black Knight,Cho Ui-seok,2023,2.5,"Kim Woo-bin, Song Seung-heon, Kang Yoo-seok, Esom, Kim Eui-sung, Jin Kyung, Lee Hak-joo, Lee Sang-hee, Yu Seong-ju",Netflix
2119,Dahaad,"Reema Kagti, Ruchika Oberoi","2023, 8 Episodes",3.1,"Sonakshi Sinha, Vijay Verma, Gulshan Devaiah, Sohum Shah, Yogi Singha, Sanghmitra Hitaishi, Ratnabali Bhattacharjee, Nirmal Chiraniyan, Vijay Kumar Dogra, Abhishek Bhalerao, Waris Ahmed Zaidi",Prime Video
2120,Mulligan,Casey Crowe,"2023, 10 Episodes",3.5,"Daniel Radcliffe, Kevin Michael Richardson, Ayo Edebiri, Tina Fey, Sam Richardson, Ronny Chieng, Phil LaMarr, Nat Faxon, Dana Carvey, Chrissy Teigen",Netflix
2121,Newsense,Sriprawin Kumar,"2023, 6 Episodes",0.5,"Bindhu Madhavi, Navdeep",Aha
2123,Taj: Divided by Blood Season 2,Vibhu Puri,"2023, 8 Episodes",3.7,"Dharmendra, Naseeruddin Shah, Aashim Gulati, Aditi Rao Hydai, Rahul Bose, Padma Damodaran, Sandhya Mridul",Zee5
2125,Dance Brothers,Taito Kawata,"2023, 10 Episodes",5,"Jeanine Muyima, Cristal Snow, Lauri Lohi, Samuel Kujala, Roderick Kabanga, Fanni Noroila, Oksana Lommi, Pietari Kauppinen, Andrew Taua'i, Josefiina Kotajärvi, Eeva Eloranta, Latisha Allen, Sara Paavolainen",Netflix
2126,Missing: Dead or Alive?,Alexander Irvine-Cox,"2023, 4 Episodes",3.9,"Vicky Rains, Heidi Jackson, J.P. Smith, Nina Mauldin, Tony Garcia, Mansoor Watson, Molly Nations, Lamanda Kandice Moore, Cathy Taylor",Netflix
2127,Queen Cleopatra,No description available,2023,1.2,"Jada Pinkett Smith, Adele James, Craig Russell, John Partridge, Kaysha Woollery, Andira Crichlow, Greg Lockett, Philip Walker",Netflix
2129,Biswa Kalyan Rath: Mood Kharaab,Kanan Gill,2023,2,Biswa Kalyan Rath,Prime Video
2130,Fireflies – Parth aur Jugnu,Hemant Gaba,2023,3.8,"Meet Mukhi, Aekam Binjwe, Madhoo Shah, Priyanshu Chaterjee, Luke Kenny, Akshat Singh, Zoya Afroz, Varun Kapoor, Harshit Bhojwani, Anaya Shivan, Riva Arora, Rahul Singh, Hitesh Dave",Zee5
2132,"Saas, Bahu Aur Flamingo",Homi Adajania,2023,3.8,"Dimple Kapadia, Radhika Madan, Udit Arora, Angira Dhar, Deepak Dobriyal, Monica Dogra, Varun Mitra, Vikram Pratap, Isha Talwar, Ashish Verma",Disney+ Hotstar
2133,Shabash Feluda,Arindam Sil,"2023, 10 Episodes",2.7,"Parambrata Chattopadhyay, Sauraseni Maitra, Ritwick Chakraborty, Rudranil Ghosh, Rwitobroto Mukherjee, Debopriyo Mukherjee, Arindam Sil, Topher Collins, Kamaleswar Mukherjee",Zee5
2134,Silo Season 1,"Morten Tyldum, Morten Tyldum","2023, 10 Episodes",4.2,"Rebecca Ferguson, Tim Robbins, Rashida Jones, David Oyelowo, Common, Harriet Walter, Avi Nash, Chinaza Uche",Apple TV+
2135,Queen Charlotte: A Bridgerton Story,Tom Verica,2023,2.9,"Michelle Fairley, Ruth Gemmell, Adjoa Andoh, Golda Rosheuvel, India Amarteifio, Tunji Kasim, Hugh Sachs, Katie Brayben, Julia Westcott-Hutton, Corey Mylchreest, Cyril Nri, Sam Clemmett, Keir Charles, Connie Jenkins-Greig, Richard Cunningham, Arsema Thomas, Rob Maloney",Netflix
2136,Sanctuary,Kan Eguchi,"2023, 8 Episodes",3.3,"Eugene Ko, Willis Chung, Chase Yi, Koyuki, Shôta Sometani, Tomorô Taguchi, Hiroki Sumi, Kimiko Yo",Netflix
2141,The Tailor Season 1,Cem Karci,"2023, 7 Episodes",3.9,"Çağatay Ulusoy, Salih Bademci, Şifanur Gül, Olgun Simsek, Berrak Tüzünataç, Evrim Alasya, Joshua Flickema, Engin Senkan, Ece Sükan",Netflix
2142,Citadel Season 1,"Newton Thomas Sigel, Jessica Yu, Anthony Russo, Joe Russo","2023, 6 Episodes",3.6,"Richard Madden, Priyanka Chopra, Stanley Tucci, Lesley Manville, Osy Ikhile, Ashleigh Cummings, Roland Møller, Caoilinn Springall",Prime Video
2144,King of Collectibles: The Goldin Touch,No description available,"2023, 6 Episodes",4.5,Ken Goldin,Netflix
2146,Sweet Tooth Season 2,No description available,2023,2.3,"Nonso Anozie, Christian Convery, Adeel Akhtar, Stefania LaVie Owen, Dania Ramirez, Aliza Vellani, James Brolin, Will Forte",Netflix
2147,The Nurse,Kasper Barfoed,"2023, 4 Episodes",5,"Fanny Louise Bernth, Josephine Park, Peter Zandersen, Dick Kaysø, Amalie Lindegård, Sofia Cukic, Stephanie Nguyen, Mathilde Eusebius, Stine Schrøder Jensen, Sara Fanta Traore, Shahbaz Sarwar, Tammi Øst, Lukas Løkken, Marion Reuther, Ane Stensgaard-Juul, Frederikke Dahl Hansen",Netflix
2148,Love After Music,"Felipe Gomez Aparicio, Gonzalo Tobal","2023, 8 Episodes",4.5,"Ivan Hochman, Micaela Riera, Nahuel Monasterio, Daryna Butryk, Javier Morado, Charlie Anderle, Matías Okosi, Gaspar Offenhenden, Jean Pierre Noher, Mirella Pascual, Julián Kartún, Campi, Andy Chango, Fernando Ritucci, Mariano Saborido",Netflix
2152,Dancing on the Grave,Patrick Graham,"2023, 4 Episodes",3.8,"Anup Upadhyay, Patrali Chattopadhyay, Shafaq Naaz, Madhusudan Naik, Medha Rana, Danish Pandor, Bhavya Sharma, Mohini Kewalramani, Priya Arora, Jiya Muazzam Khan, Mahira Khurana, Muhammed Zaeem Shaikh, Bhakti Dipali, Suresh Sharma, Jiten Jatania, Sunil Nambiar, Behruz M, Shams Tahir Khan",Prime Video
2155,Garmi,Tigmanshu Dhulia,"2023, 9 Episodes",3.6,"Mukesh Tiwari, Vineet Kumar, Pankaj Saraswat, Jatin Goswami, Vyom Yadav, Puneet Singh, Anurag Thakur, Anushka Kaushik, Disha Thakur, Dheerendra Gautam",SonyLIV
2157,Rough Diamonds,"Cecilia Verheyden, Rotem Shamir","2023, 8 Episodes",4.1,"Casper Knopf, Kevin Janssens, Marie Vinck, Ini Massez, Robbie Cleiren, Els Dottermans, Yona Elian, Janne Desmet, Tine Joustra, Gene Bervoets",Netflix
2158,Welcome to Eden Season 2,"Denis Rovira van Boekholt, Juanma R. Pachón","2023, 8 Episodes",3.8,"Tamar Pelzig, Amaia Aberasturi, Tomás Aguilera, Diego Garisa, Berta Castañé, Lola Rodríguez, Guillermo Pfening, Begoña Vargas, Sergio Momo, Carlos Torres, Nona Sobo",Netflix
2159,The Diplomat Season 1,"Liza Johnson, Simon Cellan Jones","2023, 8 Episodes",3.8,"Keri Russell, David Gyasi, Rufus Sewell, Rory Kinnear, Ato Essandoh, Ali Ahn, Jon Moore, Adam Silver, Bhav Joshi, Eric Tiede, Anna Francolini, Joey Eden",Netflix
2160,Tooth Pari: When Love Bites,Pratim Dasgupta,"2023, 8 Episodes",4.3,"Tillotama Shome, Saswata Chatterjee, Tanya Maniktala, Shantanu Maheshwari, Revathi, Adil Hussain, Sikandar Kher",Netflix
2162,The Marked Heart Season 2,Camilo Vega,"2023, 10 Episodes",3.1,"Juan Fernando Sánchez, Moisés Arizmendi, Jacqueline Arenal, Sebastián Martínez, Margarita Muñoz, Ana Lucía Domínguez, Mauricio Cujar, Valeria Emiliani, Julián Cerati, Mariaca Semprun, Michel Brown",Netflix
2163,How to Get Rich,No description available,"2023, 8 Episodes",4.8,Ramit Sethi,Netflix
2166,Greek Salad,"Cédric Klapisch, Lola Doillon, Antoine Garceau","2023, 8 Episodes",3.8,"Romain Duris, Cécile de France, Kevin Bishop et Kelly Reilly, Barnaby Metschurat, Aliocha Schneider, Megan Northam, Aggy K. Adams, Reham Alkassar, Amir Baylly, Davide Iachini, Amro Ahmad Jamous, Anna Kameníková",Prime Video
2167,Jane,"J.J. Johnson, Mars Horodyski, Winnifred Jong","2023, 10 Episodes",4.5,"Mason Blomberg, Tamara Almeida, Elise Bauman",Apple TV+
2168,Queenmaker,Jin Suk Oh,"2023, 11 Episodes",4,"Jin Kyung, Chae-Young Han, Lee Kyung-young, Kim Tae-hoon, Seo Yi-Sook, Ja-Yeon Ok, Soo-young Ryu, Ki Do-Hoon, Won Tae Min, Jo Won Hee, Kim Byung-Ok, Moon So-ri, Kim Hee-ae",Netflix
2172,Obsession,"Lisa Barros D'Sa, Glenn Leyburn","2023, 4 Episodes",2.8,"Richard Armitage, Charlie Murphy, Anil Goutam, Rish Shah, Sonera Angel, Francesca Knight, Kerim Hassan, Victor Pontecorvo, Greg Barnett, Celine Arden, Isla Jackson-Ritchie, Letty Thomas",Netflix
2178,Jubilee,Vikramaditya Motwane,"2023, 10 Episodes",3.8,"Prasenjit Chatterjee, Wamiqa Gabbi, Aparshakti Khurana, Sidhant Gupta, Nandish Singh Sandhu, Shweta Basu Prasad, Tushar Phulke, Harish Chhabra, Ajay Dutta, Narottam Bain, Edward Sonnenblick",Prime Video
2180,Thicker Than Water,Lionel Smila,"2023, 8 Episodes",4,"Walid Afkir, Kahina Carina, Mayane Sarah El Baze, Aida Ghechoud, Paul Hamy, Karimouche, Radouan Leflahi, Paola Locatelli, Nawell Madani",Netflix
2182,Transatlantic,"Stéphanie Chuat, Véronique Reymond, Mia Maariel Meyer","2023, 7 Episodes",4.6,"Gillian Jacobs, Cory Michael Smith, Yoli Fuller, Nadiv Molcho, Jodhi May, Corey Stoll, Luke Thompson, Moritz Bleibtreu",Netflix
2188,Copycat Killer,"Henri Chang, Jung-chi Chang",2023,4.3,"Kang Ren Wu, Ruby Lin, Fandy Fan, Alice Ko, Cammy Chiang, Tsung-Hua Tou, Teng-Hung Hsia, Chun-Yao Yao",Netflix
2191,The Power,Reed Morano,"2023, 4 Episodes",3,"Toni Collette, Auliʻi Cravalho, John Leguizamo, Halle Bush, Ria Zmitrowicz, Toheeb Jimoh, Nico Hiraga, Heather Agyepong, Josh Charles",Prime Video
2192,United Kacche,"Manav Shah, Dharampal Thakur","2023, 8 Episodes",3.9,"Sunil Grover, Sapna Pabbi, Sapna Pabbi, Manu Rishi Chadha, Nayani Dixit, Satish Shah, Diksha Juneja, Neelu Kohli, Poojan Chhabra",Zee5
2195,Unstable,No description available,"2023, 8 Episodes",0.5,"Rob Lowe, John Owen Lowe, Sian Clifford, Aaron Branch, Rachel Marsh, Emma Ferreira, Fred Armisen, Tom Allen, J.T. Parr, Frank Gallegos, Brie Elay",Netflix
2198,Unseen,No description available,2023,3.6,"Gail Mabalane, Abduragman Adams, Vuyo Dabula, Brendon Daniels, Hein de Vries, Shimmy Isaacs, Ilse Klink, Mothusi Magano, Colin Moss, Waldemar Schultz",Netflix
2200,Virodh,Rahul Dahiya,"2023, 7 Episodes",3.4,"Pritha Bakshi, Abhinav Ranga, Ashish Nehra, Manoj Rathee, Jaspal Kaur, Deepak Kapoor, Geetanjali Mishra, Rajbeer Singh, Vickey, Bhavna, Simran",MX Player
2202,Crimes Aaj Kal,"Navdeep Dahiya, Subbu Iyer","2023, 5 Episodes",2.8,"Vikrant Massey, Manav Soneji",Amazon miniTV
2203,I Am Georgina Season 2,No description available,"2023, 6 Episodes",2.2,"Georgina Rodríguez, Cristiano Ronaldo",Netflix
2204,Love is Blind Season 4,No description available,2023,3,"Amber, April, Ava, Bill, Bliss, Brandie, Brett, Chelsea, Chris, Conner, Irina, Jack, Jackelina, Jimmy, Josh D., Josh S., Juan, Kacia, Kendra, Kwame, Marshall, Micah, Molly, Monica, Paul, Quincy, Ryland, Tiffany, Wendi, Zack",Netflix
2205,My Kind of Country,No description available,"2023, 8 Episodes",3.5,"Reese Witherspoon, Kacey Musgraves, Orville Peck, Mickey Guyton, Jimmie Allen",Apple TV+
2206,Sengalam,S.R. Prabhakaran,"2023, 9 Episodes",3.8,"Vani Bhojan, Viji Chandrashekhar, Kalaiyarasan, Sharath Lohitashwa, Shali Nivekas, Manasa Radhakrishnan, Vela Ramamoorthy",Zee5
2207,Who Were We Running From?,"Umut Aral, Gökçen Usta","2023, 7 Episodes",3.1,"Melisa Sözen, Eylül Tumbar, Musa Uzunlar, Birand Tunca, Isik Naz Özedgü, Basak Dasman, Hakan Emre Unal, Devrim Kabacaoglu, Alper Çankaya, Meriç Rakalar, Kubilay Tunçer, Buçe Buse Kahraman, Denizhan Akbaba, Elit Cam, Taylor Lauren, Dias Tussupbekov, Enver Husrevoglu",Netflix
2208,The Night Agent,Seth Gordon,"2023, 10 Episodes",3.5,"Gabriel Basso, Luciane Buchanan, Hong Chau, D.B. Woodside, Enrique Murciano, Eve Harlow, Sarah Desjardins, Fola Evans-Akingbola, Phoenix Raei",Netflix
2209,Tu Zakhm Hai Season 2,"Aniruddha Rajderkar, Noel Smith","2023, 9 Episodes",2.6,"Gashmeer Mahajani, Donal Bisht, Nehal Chudasama, Parinita Seth, Jinal Joshi, Sachin Verma, Aparna Kumar, Udhav Vij, Saurabh Mann, Abhinav Verma",MX Player
2210,"Hunter - Tootega Nahi, Todega","Prince Dhiman, Alok Batra","2023, 8 Episodes",3.8,"Suniel Shetty, Esha Deol, Barkha Bisht, Teena Singh, Rahul Dev, Mir Sarwar, Pawan Chopra, Smita Jaykar, Mihir Ahuja, Karanvir Sharma, Siddharth Kher, Chahat Tewani, Gargi Mangesh Sawant",Amazon miniTV
2211,Invisible City Season 2,Luis Carone,"2023, 5 Episodes",4.8,"Marco Pigossi, Alessandra Negrini, Fábio Lago, Manuela Dieguez",Netflix
2212,The Kingdom Season 2,"Marcelo Piñeyro, Miguel Cohan","2023, 6 Episodes",1.3,"Diego Peretti, Chino Darín, Nicolas Garcia, Joaquin Furriel, Peter Lanzani, Mercedes Moran, Vera Spinetta, Santiago Korovsky, Victoria Almeida, Alfonso Tort, Patricio Aramburu, Sofia Gala, Marcel Jeannin, Tod Fennell, Wyatt Bowen, Néstor Guzzini",Netflix
2217,Agent Elvis,"Fletcher Moules, Gary Ye","2023, 10 Episodes",4.5,Matthew McConaughey,Netflix
2218,Class of '07,Kacie Anning,"2023, 8 Episodes",4.5,"Emily Browning, Megan Smart, Caitlin Stasey, Claire Lovering, Emma Horn, Steph Tisdell, Sana'a Shaik, Rose Flanagan, Chi Nguyen, Bernie Van Tiel, Debra Lawrance",Prime Video
2219,Dance 100,No description available,"2023, 6 Episodes",5,"Charlotte Hawthorne, Dru Lewis-Dre, Kane Walcott, Ally Love",Netflix
2220,DOM Season 2,"Breno Silveira, André Barros","2023, 4 Episodes",3.9,"Gabriel Leone, Flávio Tolezani, Filipe Bragança, Isabella Santoni, Raquel Villar, Laila Garin, André Ramiro, Wilson Rabelo, Roberto Birindelli, Digão Ribeiro, Dhonata Augusto, Ana Cecilia Costa, Rafael Losso, Adanilo Reis, Lian Gaia, Milton Filho, Eduardo Pelizzari, Tainá Medina, João Oliveira, Antonio Carrara, Ludwika Paleta",Prime Video
2221,Extrapolations,"Scott Z. Burns, Ellen Kuras","2023, 8 Episodes",3,"Meryl Streep, Sienna Miller, Kit Harington, Tahar Rahim, Matthew Rhys, Daveed Diggs, Gemma Chan, David Schwimmer, Adarsh Gourav, Forest Whitaker, Marion Cotillard, Tobey Maguire, Eiza González, Edward Norton, Indira Varma, Keri Russell, Cherry Jones, Michael Gandolfini, Murray Bartlett, Yara Shahidi, Diane Lane, Heather Graham, Ben Harper, Judd Hirsch, Hari Nef, Neska Rose, Devika Bhise, Aimee Mullins, Peter Riegert, Cherien Dabis, Mía Maestro, Tara Summers",Apple TV+
2222,Maestro in Blue,"Christoforos Papakaliatis, Akis Polizos","2023, 9 Episodes",4.3,"Christoforos Papakaliatis, Klelia Andriolatou, Maria Kavoyianni, Fanis Mouratidis, Marisha Triantafyllidou, Giannis Tsortekis, Orestis Chalkias, Yorgos Benos, Spyro Curtis, Haris Alexiou, Antinoos Albanis, Dimitris Kitsos, Stefania Goulioti, Tonia Maraki, Sandra Sarafanova, Ioanna Chronopoulou",Netflix
2224,Pop Kaun,Farhad Samji,2023,3.3,"Kunal Khemu, Saurabh Shukla, Johny Lever, Rajpal Naurang Yadav, Ashwini Kalsekar, Chunky Pandey, Nupur Sanon, Jamie Lever, Satish Kaushik, Tasha Bhambra",Disney+ Hotstar
2225,Seven,Anjan Dutt,"2023, 7 Episodes",2.3,"Ankita Chakraborty, Anjan Dutt, Ridhima Ghosh, Rahul Banerjee, Gaurav Chakrabarty, Suprobhat Das",Zee5
2226,Sky High: The Series,Daniel Calparsoro,"2023, 8 Episodes",4.5,"Luis Tosar, Richard Holmes, Álvaro Rico, Asia Ortega, Fernando Cayo, Patricia Vico, Jarfaiter, Ayax Pedrosa, Tomás del Estal, Alana La Hija del Jeque, Dollar Selmouni, Alejandro Marzal, Carmen Sánchez, Marcos Zan, Laura Rozalén",Netflix
2228,Rocket Boys Season 2,Abhay Pannu,2023,4.4,"Jim Sarbh, Ishwak Singh, Arjun Radhakrishnan",SonyLIV
2229,Ted Lasso Season 3,No description available,"2023, 12 Episodes",5,"Jason Sudeikis, Hannah Waddingham, Brendan Hunt, Jeremy Swift, Juno Temple, Brett Goldstein, Phil Dunster, Nick Mohammed, Sarah Niles",Apple TV+
2230,The Law of the Jungle,Juan Carlos Durán Crane,"2023, 8 Episodes",2.8,"Yolanda Josefina Andrade Gómez, Diego Alfaro, Adrián Andrés, Bruce Santillán, César Morales, Fabian Camberos, Gina Torres, John Guts, Josué Villanueva, Layla Neri, Leslie Gallardo, Paola Michelle, Sandy Padilla, Zoe Joffre",Netflix
2233,Bert Kreischer: Razzle Dazzle,Jeff Tomsic,2023,4.5,Bert Kreischer,Netflix
2234,Jinny's Kitchen,Young-Seok Na,"2023, 11 Episodes",4.2,"Park Seo-joon, Choi Woo-sik, Jung Yu-mi, Seo-jin Lee, Lee Won-il",Prime Video
2236,Accidental Farmer & Co.,Sugan Jay,"2023, 8 Episodes",3.8,"Ramya Pandian, Vinodhini Vaidynathan, Vaibhav Reddy, Badava Gopi",SonyLIV
2237,Bad Trip,Krishna Kanth Mamidala,"2023, 8 Episodes",3.3,"Ravi Varma, Vajja Venkata Giridhar, Chaitanya Krishna, Adrika Sharma, Archana Shastry, Prachi Thakker, Sriram Reddy Polasane, Archana",SonyLIV
